OWNER,TABLE_NAME,COLUMN_NAME,COLUMN_DESC,DATA_TYPE,DATA_LENGTH,DATA_PRECISION,DATA_SCALE,NULLABLE,EXTERNAL_FLAG,PK_FLAG,REPORT_DESC,DEFAULT_VALUE,REC_DATE,REC_FUL_NAM,REC_STATUS
ACCELA,F4PAYMENT,F4PAYMENT_UDF3,User defined field (no longer used),VARCHAR2,30,NULL,NULL,Y,,,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,F4PAYMENT,F4PAYMENT_UDF4,User defined field (no longer used),VARCHAR2,30,NULL,NULL,Y,,,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,F4PAYMENT,FT_B1_PER_ID1,Account number that the payment amount are pulled from,VARCHAR2,5,NULL,NULL,Y,,,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,F4PAYMENT,FT_B1_PER_ID2,Account number that the payment amount are pulled from,VARCHAR2,5,NULL,NULL,Y,,,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,F4PAYMENT,FT_B1_PER_ID3,Account number that the payment amount are pulled from,VARCHAR2,5,NULL,NULL,Y,,,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,F4PAYMENT,OFFICE_CODE,A unique identifier for the office \ location that accepts the money,VARCHAR2,70,NULL,NULL,Y,,,,,2005-11-14 00:00:00.000,CHAN,A
ACCELA,F4PAYMENT,PAYEE,Payee (The person who makes the payment.),VARCHAR2,600,NULL,NULL,Y,,,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,F4PAYMENT,PAYEE_ADDRESS,Store payee adress message,VARCHAR2,700,NULL,NULL,Y,,,,,2007-06-27 00:00:00.000,CHAN,A
ACCELA,F4PAYMENT,PAYEE_ID,The payor's id in payment.,NUMBER,22,NULL,NULL,Y,,,,,2013-04-12 00:00:00.000,AA7.2.0,A
ACCELA,F4PAYMENT,PAYEE_PHONE,Store payee phone message,VARCHAR2,240,NULL,NULL,Y,,,,,2007-06-27 00:00:00.000,CHAN,A
ACCELA,F4PAYMENT,PAYEE_PHONE_IDD,Phone country code(IDD),VARCHAR2,3,NULL,NULL,Y,,,,,2008-10-14 00:00:00.000,CHAN,A
ACCELA,F4PAYMENT,PAYEE_TYPE,The payor's type in payment.,VARCHAR2,255,NULL,NULL,Y,,,,,2013-04-12 00:00:00.000,AA7.2.0,A
ACCELA,F4PAYMENT,PAYMENT_AMOUNT,Cashiering payment amount is the payment amount corresponding to the receipt,NUMBER,22,15,2,Y,,,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,F4PAYMENT,PAYMENT_CHANGE,Cashier payment change amount,NUMBER,22,15,2,Y,,,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,F4PAYMENT,PAYMENT_COMMENT,Payment comment,VARCHAR2,2000,NULL,NULL,Y,,,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,F4PAYMENT,PAYMENT_DATE,Cashiering payment date is the payment date,DATE,7,NULL,NULL,Y,,,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,F4PAYMENT,PAYMENT_GROUP_NBR,"Task disposition description is the full description of the disposition for the current task. (i.e., Conditional Approval, Approved, Completed, Incomplete, Disapproved.)",NUMBER,22,12,0,Y,,,,,2009-10-15 00:00:00.000,AA670,A
ACCELA,F4PAYMENT,PAYMENT_METHOD,"Payment methods (i.e., credit cards, fund transfer)",VARCHAR2,30,NULL,NULL,Y,,,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,F4PAYMENT,PAYMENT_RECEIVED_CHANNEL,Received type,VARCHAR2,30,NULL,NULL,Y,,,,,2009-11-06 00:00:00.000,AA7.0,A
ACCELA,F4PAYMENT,PAYMENT_REF_NBR,Payment reference number like check number,VARCHAR2,70,NULL,NULL,Y,,,,,2011-03-16 00:00:00.000,CHAN,A
ACCELA,F4PAYMENT,PAYMENT_SEQ_NBR,Payment sequence number generate by oracle,NUMBER,22,12,0,N,,F4PAYMENT_PK,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,F4PAYMENT,PAYMENT_STATUS,Not used,VARCHAR2,30,NULL,NULL,Y,,,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,F4PAYMENT,PHONE_NUMBER,Phone Number,VARCHAR2,40,NULL,NULL,Y,,,,,2011-03-16 00:00:00.000,AA7.1.0,A
ACCELA,F4PAYMENT,POS_TRANS_SEQ,POS Transaction Sequence Number,NUMBER,22,9,0,Y,,,,,2006-07-05 00:00:00.000,CHAN,A
ACCELA,F4PAYMENT,PROCESSING_FEE,Processing Fee,NUMBER,22,15,2,Y,,,,,2006-12-20 00:00:00.000,CHAN,A
ACCELA,F4PAYMENT,REASON,Reason for void payment,VARCHAR2,300,NULL,NULL,Y,,,,,2012-08-01 00:00:00.000,AA7.2.0,A
ACCELA,F4PAYMENT,REC_DATE,Initial data input time stamp,DATE,7,NULL,NULL,N,,,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,F4PAYMENT,REC_FUL_NAM,Initial data input user name or user ID,VARCHAR2,70,NULL,NULL,N,,,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,F4PAYMENT,REC_STATUS,"Record status, value ""A"" and ""I"". It is a hidden field for tracking soft deletes.",VARCHAR2,1,NULL,NULL,Y,,,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,F4PAYMENT,RECEIPT_NBR,Receipt number specific to an agency. Taken from the RSERV_PROV table as last Receipt Number.,NUMBER,22,12,0,Y,,,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,F4PAYMENT,REGISTER_NBR,Cashier machine register number,VARCHAR2,8,NULL,NULL,Y,,,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,F4PAYMENT,SERV_PROV_CODE,Service provider code,VARCHAR2,15,NULL,NULL,N,,F4PAYMENT_PK,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,F4PAYMENT,SESSION_NBR,Cashier shift session number,NUMBER,22,12,0,Y,,,,,2005-11-14 00:00:00.000,CHAN,A
ACCELA,F4PAYMENT,STATE,State,VARCHAR2,30,NULL,NULL,Y,,,,,2011-03-16 00:00:00.000,AA7.1.0,A
ACCELA,F4PAYMENT,STREET,Street,VARCHAR2,240,NULL,NULL,Y,,,,,2011-03-16 00:00:00.000,AA7.1.0,A
ACCELA,F4PAYMENT,TERMINAL_ID,Casher Drawer ID from rbizdomain,VARCHAR2,10,NULL,NULL,Y,,,,,2007-03-28 00:00:00.000,CHAN,A
ACCELA,F4PAYMENT,TOTAL_INVOICE,Store the total invoice for application,NUMBER,22,15,2,Y,,,,,2006-07-05 00:00:00.000,CHAN,A
ACCELA,F4PAYMENT,TOTAL_PAYMENT,Store the total payment for application,NUMBER,22,15,2,Y,,,,,2006-07-05 00:00:00.000,CHAN,A
ACCELA,F4PAYMENT,TRANSACTION_CODE,Not used,VARCHAR2,50,NULL,NULL,Y,,,,,2008-06-05 00:00:00.000,CHAN,A
ACCELA,F4PAYMENT,TRANSACTION_NBR,Cashiering Payment Transaction #,VARCHAR2,30,NULL,NULL,Y,,,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,F4PAYMENT,WORKSTATION_ID,Workstation Name from rbizdomain,VARCHAR2,70,NULL,NULL,Y,,,,,2007-03-28 00:00:00.000,CHAN,A
ACCELA,F4PAYMENT,ZIP,Zip,VARCHAR2,10,NULL,NULL,Y,,,,,2011-03-16 00:00:00.000,AA7.1.0,A
